DST_RSK_DSTRCT_MNG_NO,DST_RSK_DSTRCT_NM,DST_RSK_DSTRCT_GRD_CD,DST_RSK_DSTRCT_TYPE_CD,DST_RSK_DSTRCTCD,DST_RSK_DSTRCT_RGN_CD,DST_RSK_DSTRCT_HONU,MAO_CD,MAOF_NM,FCLT_NM,FCLTY_GRD_CD,FCLTY_GRD_NM,DST_WASY_CD,WASY_NM,DSGN_YMD,DSGN_RSN,RMV_YMD,RMV_RSN,DAM_INTV,DAM_DAY_RNFL,DAM_HR_RNFL,RSK_FACTR_CN,PRPL_MTTR_CD,WRTR_OGDP_JBGD_CN,IDFR_OGDP_JBGD_CN,FCLT_MNG_INST_NM,MNG_RBPRSN_OGDP_JBGD_CN,MNG_CTZN_JBGD_NM,COPL_RMRK,LAST_MDFCN_DT,APLY_YN,DSGN_AREA,APLY_YR,APLY_YMD,HAB_NOHO,HAB_NOPE_CNT,BSC_PLAN_NM,FNDG_YMD,ACT_LMT_MUOR_SPTR,ENCT_YMD,DCSD_CNT,INJPSN_CNT,DAM_HSTRY_IDX,CST_BNTS_VL,PLCY_VL,CNTNC_VL,PREP_VL,BSC_PLAN_YN,MTN_ADDR_YN,MNLNO,SUBLOTNO,DADDR,ROAD_NM_CD,RONA_DADDR,STDG_CD,USE_YN
421102012022,천전,2,002,붕괴위험,5111025000,,001,행정안전부,천전,050,기타,-1,,20110901,집중호우로 인한 붕괴 및 침수피해,20200827,정비사업 완료 및 관계전문가 검토완료,3,200,50,자연재해로 인한 붕괴,4,안전총괄담당관 시설8급,안전총괄담당관 시설6급,춘천시청,신북읍 시설7급,신북읍 천전6리 이장,,2020/09/01 16:21:00.000000000,0,5900,,20151130,0,0,,,00,,0,0,0,0,,,,N,0,39,9,,,강원도 춘천시 신북읍 상천3길  2    ,5111025022,Y
421102012023,느치골,2,002,붕괴위험,5111025000,,001,행정안전부,느치골,050,기타,,,20110901,자연재해로 인한 붕괴 및 침수피해,20130221,,3,200,50,자연재해로 인한 붕괴 및 침수피해,4,방재과 시설7급,방재과 과장,춘천시 방재과,신북읍 시설8급,신북읍천전5리이장,,2013/03/19 17:57:49.000000000,,,,,,,,,,,,,,,,,,,0,12,7, ,, [지점번호:라사26509321],5111025022,Y
421102012024,교동3,2,002,언덕붕괴,5111052000,,001,행정안전부,교동3지구,034,지방지정,,,20121213,자연재해로인한비탈면붕괴및낙석발생,20160609,,2,150,50,"경사가 급하고 자연풍화토 위에 주택이 입지하여 위험에 노출
 지형여건 및 구조물 노후로 인한 집단적 인명피해 발생 우려",4,안전총괄 시설8급,안전총괄담당관,춘천시청,교동사무소6급,교동 7통 4반장,,2017/02/22 10:13:36.000000000,0,4597,,20151130,33,83,,,02,20120329,0,0,0,0,,,,N,0,113,53,,,강원도 춘천시  전원안길  41   (교동),5111012200,Y
421902004002,월천지구,3,001,,5119061500,,,,붕괴및침수,010,지방관리,2,낙동강,20060227,집중호우시 주택밀집지역지구내 산사태에 따른 낙석 및 침수예상지구,20100108,재해위험지구정비사업완료에 따른 해제,3,250,35,산지형이 급격하게 급하며 암재질이 풍화암으로 분포되어 있어 집중호우시 낙석피해가 반발하는 지구로서 낙석으로 인한 산사태 중괴위험요인이 상존하여 정비가 시급함,4,복구지원담당,안전총괄과장,태백시청,철암동 행정7급,철암동 10통장,,2022/03/04 16:06:42.000000000,0,22000,2006,20151201,20,80,,20060227,02,20100225,0,0,0,0,,,,N,0,514,19,,,,5119010400,Y
427302013013,매일,1,001,침수위험,5173034000,,005,국토교통부,계천,013,지방2급하천,1,한강,20011026,내외수 침수 발생,20041012,정비사업완료,,,,해소,4,,,,,,,2013/04/11 14:25:35.000000000,,,,,,,,,,,,,,,,,,,0,904,5, ,, [지점번호:라사53895128],5173034026,Y
421902004003,철암시장지구,2,001,침수,5119061500,,001,행정안전부,상습침수,013,지방2급하천,2,낙동강,20041013,집중호우시 저지대인 철암시장이 하천수 월류 및 내수피해,20100804,재해위험지구해소사업 완료,2,209,29,하천범람으로 인한 상습침수지역,4,복구지원담당,안전총괄과장,태백시청,철암동 행정7급,철암동 8통장,,2015/12/01 17:54:13.000000000,,10700,2004,20041013,30,120, ,20041013,02,20100225,0,0,0,0,,,,N,0,403,123, ,,강원도 태백시  철암시장길  28-1  (철암동),5119010400,Y
421902006001,상철암,2,001,침수,5119061500,,001,행정안전부,매산골천,010,지방관리,2,낙동강,20060227,상습침수지역으로 수해피해발생,20121226,,2,209,29,침수피해위험,4,복구지원담당,안전총괄과장,태백시청,철암동 행정7급,철암동 1통장,,2015/12/01 17:54:23.000000000,,25000,2006,20060227,0,0, ,20060227,02,20100225,0,0,0,0,,,,N,0,403,, ,, [지점번호:마사36770455],5119010400,Y
421902006002,범패사,2,001,침수,5119051500,,001,행정안전부,황지천,010,지방관리,2,낙동강,20060227,상습침수지역으로 수해피해발생,20100108,재해위험지구정비공사 완료에 따른 해제,2,209,29,집중호우시 침수피해 발생,4,복구지원담당,안전총괄과장,태백시청,황지동 행정7급,황지동 9통장,,2015/12/01 17:56:13.000000000,,6000,2006,20060227,5,20, ,20060227,02,20100225,0,0,0,0,,,,N,1,8,1, ,, ,5119010100,Y
421902008006,삼수지구,1,002,국도사면,5119053500,,005,국토교통부,기타(국도사면),039,시의국도,,,20070527,집중호우시 도로사면 지반약화로 인한 낙석및 붕괴발생,20100929,사면보강사업 완료,1,250,35,평소 통행차량이 많은 국도변 절개지로 집중호우로 인한 낙석및 일부 부오기가 발생되었으며 현재 결빙과 해빙으로 풍화가 급격히 진행되는 상태로 추가붕괴 위험 지역임,4,복구지원담당,안전총괄과장,태백시청,삼수동 기능9급,삼수동 20통장,,2015/12/01 17:58:21.000000000,,8500,2007,20070529,3,12, ,20070529,02,20100225,0,0,0,0,,,,N,0,1,, ,,강원도 태백시  백두대간로  644   (창죽동),5119011100,N
421902008007,"동점,메밀뜰지구",1,002,국도사면,5119060500,,,,기타(국도사면),039,시의국도,2,낙동강,20100514,집중호우시 도로사면 지반약화로 인한 낙석발생,20150721,정비사업 완료로 재해위험요인 해소,1,250,35,"평소 통행차량이 많은 국도변 절개지로 집중호우로 인한 낙석이 발생되었으며, 현재 결빙과 해빙으로 풍화가 급격히 진행되는 상태로 추가 붕괴위험 높은 지역임",4,복구지원담당,재난관리과장,태백시청,구문소동 기능7급,구문소동 6통장,,2022/03/04 16:03:35.000000000,0,26500,2010,20100514,2,8,,20100514,02,20100225,0,0,0,0,,,,N,0,1,,,, [지점번호:마사39790183],5119010600,Y
421902011008,연지지구,1,001,침수,5119051500,,001,행정안전부,황지천,013,지방2급하천,2,낙동강,19960630,집중호우시 제방무제부 외수침수로 인한 저지대 주택 상습침수,20020119,재해위험지구해소사업 완료,0,0,0,하천 외수침수로 인한 주택침수,4,,,,,,,2015/12/01 18:01:41.000000000,,10000,1996,19960630,10,40, ,19960630,02,20100225,0,0,0,0,,,,N,0,20,30, ,, [지점번호:마사32540958],5119010100,Y
421902011009,서학골,2,005,유실,5119051500,,001,행정안전부,서학골천,050,기타,2,낙동강,20100514,하천 통수단면 부족으로 하천수 범람,20121226,,3,209,0,하천 통수단면 부족,4,복구지원담당,재난관리과장,태백시청,상장동 행정8급,상장동 10통장,,2015/12/01 18:03:02.000000000,,4600,2010,20100514,5,20, ,20100514,02,20100225,0,0,0,0,,,,N,0,418,120, ,, [지점번호:마사31630722],5119010100,Y
421902011010,황연,1,002,국도사면,5119051500,,001,행정안전부,국도38호,039,시의국도,,,20100514,사면붕괴로 도로 및 아파트단지내 낙석,20141010,정비사업 완료로 재해위험요인 해소,0,0,0,사면붕괴로 도로 및 아파트 단지내 낙석,4,복구지원담당,안전총괄과장,태백시청,황연동 행정7급,황연동 5통장,,2015/12/01 18:04:38.000000000,,26200,2010,20100514,0,0, ,20100514,02,20100225,0,0,0,0,,,,N,0,1,, ,, [지점번호:마사32760976],5119010100,Y
421902011011,철암배나무골,1,001,침수,5119061500,,001,행정안전부,철암천,013,지방2급하천,2,낙동강,20100706,계곡수 배제불량으로 상습침수,20151229,정비사업 완료로 재해위험요인 해소,2,209,29,계곡수 배제불량으로 상습침수,4,복구지원담당,안전총괄과장,태백시청,철암동 행정7급,철암동 8통장,,2016/01/06 10:37:06.000000000,,39364,2014,20100706,124,229, ,20100706,02,20100225,0,0,0,0,,,,N,0,354,6, ,,강원도 태백시  동태백로  439   (철암동),5119010400,Y
421902012012,갈골지구,2,001,,5119061500,,001,행정안전부,갈골,050,기타,19,기타,20120326,철암천 백워터현상으로 내수침수,20150721,정비사업 완료로 재해위험요인 해소,2,209,29,철암천 수위상승으로 인한 백워터현상으로 내수침수,4,재난관리과 시설6급,재난관리과 시설5급,태백시청 재난과리과,철암동 행정7급,1통장,,2015/12/01 18:08:25.000000000,,14000,2012,20120326,7,30, ,20120326,02,20100225,0,0,0,0,,,,N,0,284,5, ,,강원도 태백시  상철암길  39-1  (철암동),5119010400,Y
427302008006,정금재해위험지구,2,001,침수위험,5173031000,,001,행정안전부,전천,013,지방2급하천,1,한강,20080604,침수발생,20130527,정비사업 완료 및 위험요인 해소,5,335,35,전천의 통수단면 부족 및 제방고(H=2.2m부족)가 낮아 집중호우 시 범람 위험,4,건설방재과 시설6급,건설방재과 시설5급,횡성군 건설방재과,건설방재과 시설7급,정금1리장,,2014/05/27 13:46:00.000000000,,,,,,,,,,,,,,,,,,,0,849,27, ,, [지점번호:라사53214499],5173031025,Y
427302012007,옥계재해위험지구,1,001,침수위험,5173037000,,001,행정안전부,이리천,013,지방2급하천,1,한강,20120322,침수발생,20160314,,10,310,35,"마을이 이리천 홍수위보다 낮은 저지대로 이리천 수위상승시 내수배제 불가
 이리천 통수단면 부족 및 제방고가 홍수위보다 낮아 집중호우시 범람 위험",4,안전건설과 시설6급,안전건설과시설5급,횡성군,안전건설과 시설7급,옥계2리장,,2016/03/18 11:22:38.000000000,,0,,20151103,0,0, ,,00,,0,0,0,0,,,,N,0,595,, ,,강원도 횡성군 서원면 옥계사일길  8    ,5173037023,Y
427302013008,청곡재해위험지구,3,005,유실위험,5173036000,,001,행정안전부,청곡교,002,지방도,,,20130220,집중호우시 유실위험,20160314,,0,0,0,청곡교 통수단면 부족에따른 제방월류및교량유실위험,4,안전건설과 시설6급,안전건설과 시설5급,강원도도로관리사업소,안전건설과 시설7급,청곡리장,,2016/03/18 11:22:25.000000000,,0,,20151103,0,0, ,,00,,0,0,0,0,,,,N,0,161,1, ,, [지점번호:라사42115108],5173036027,Y
427302013009,수네뜰,3,003,취약방재,5173034000,,005,국토교통부,대관대천,013,지방2급하천,1,한강,19960615,미개수 하천으로 외수침수발생,20030113,정비사업 완료,,,,해소,4,,,,,,,2013/06/14 16:31:23.000000000,,,,,,,,,,,,,,,,,,,0,475,, ,, [지점번호:라사46735076],5173034033,Y
427302013010,유동,3,003,취약방재,5173035000,,005,국토교통부,유동천,013,지방2급하천,1,한강,19960615,미개수 하천으로 외수침수,20010710,정비사업완료,,,,해소,4,,,,,,,2013/06/14 16:32:01.000000000,,,,,,,,,,,,,,,,,,,0,1456,, ,, [지점번호:라사56755342],5173035024,Y
427302013011,유평,3,003,취약방재,5173035000,,005,국토교통부,계천,013,지방2급하천,1,한강,19960615,미개수 하천으로 침수피해 발생,20001210,정비사업 완료,,,,해소,4,,,,,,,2013/04/11 13:59:43.000000000,,,,,,,,,,,,,,,,,,,0,752,, ,, [지점번호:라사55885184],5173035026,Y
427302013012,교항,2,001,침수위험,5173025000,,005,국토교통부,전천,013,지방2급하천,1,한강,19960615,내외수 침수 발생,20080828,정비완료,,,,해소,4,,,,,,,2013/06/14 16:32:51.000000000,,,,,,,,,,,,,,,,,,,0,207,7, ,, ,5173025035,Y
111102012004,신영동,2,002,사면의붕괴,1111000000,,,,급경사지,050,기타,19,기타,20120517,사면의 붕괴위험,,,0,0,0,신영동142-1일대 사면직하부(45~55º)에 무허가건물 7동 위치 재해발생시 인명 및 재산 피해우려,3,재난안전과 토목 8급,재난안전과장,재난안전과,재난안전과 토목 8급,부암동 통장,,2025/11/01 00:00:00.000000000,0,32278,2012,20150908,7,12,,,00,,0,0,0,0,,,,N,0,142,1,,,서울특별시 종로구  세검정로6나길  44   (신영동),1111018600,Y
262002013002,남항지구,2,001,,2620053000,일원,001,행정안전부,남항지구,010,지방관리,19,기타,20131113,상습침수발생,,,1,250,30,만조시 해수면의 높이가 지반고보다 높아 내수배제 불량,4,도시안전과 8급,도시안전과 5급,영도구청 건설과,건설과 8급,9통통장,,2025/11/01 00:00:00.000000000,0,70511,2013,20131113,,,,,,,,,,,,,,,0,17,,일원,, [지점번호:마라39967801],2620010600,N
111702011002,한강로지구,1,001,도로,1117000000,한강대교북단~남영역,,,도로,003,시도,1,한강,20110308,내수침수,20200903,지정 해제,0,295,0,내수침수,4,,,용산구 치수과,용산구 치수과 시설8급,,,2022/11/22 09:55:03.000000000,0,180491,2011,20110308,8539,16454,한강로 자연재해위험 지구,20110308,00,,0,0,0,0,,,,Y,0,43,1,한강대교북단~남영역,, [지점번호:다사52674748],1117012800,Y
114702011003,신월신정동지구,1,001,침수,1147000000,146,,,배수시설,002,지방도,1,한강,20110425,내수침수에 의한 지정,20221229,,0,0,0,내수침수,4,8급,7급,양천구청 치수과,7급,,,2023/03/16 17:04:21.000000000,0,162113,2011,,,,,20110425,,,,,,,,,,,0,146,,146,,,1147010300,N
113801998001,녹번1,3,002,붕괴,1138000000,녹번동 21-134,,,낙석위험절개지,040,국립공원,1,한강,19961114,구 채석장 절개지 낙석위험,20020710,위험요인제거 공사 완료,0,0,0,-기반암의 절리가 발달되어 있고 단층과 균열 있음-사면에 돌출여굴부가 있고 요철이 심하여 부분 누수-암석 슬라이딩 및 낙석위험,4,건축과,하수과장,,은평구청 건축과,,,2024/06/07 09:21:50.000000000,0,3146,,,,,,,,,,,,,,,,,0,283,0,,1138010200100210134000019     ,,1138010200,Y
113801998002,녹번2,3,002,붕괴,1138000000,4-350 외 3필지,,,낙석위험 절개지,040,국립공원,1,한강,19961114,구채석장 절개지 낙석위험,20031126,위험요인제거 공사완료,0,0,0,-기반암이 일부 절리되고 단층과 균열 있음-사면상에 돌출부 균열로 암석 슬라이딩 및 낙석 우려,4,건축과,하수과장,,은평구청 건축과,,,2024/06/07 09:24:50.000000000,0,1944,,,,,,,,,,,,,,,,,0,281,0,,1138010200102810000000027     ,,1138010200,Y
116502011001,방배사당지구,1,001,,1165000000,,,,사당천,012,지방1급하천,1,한강,20110217,"내수침수
현재 방배 2,4배수분구 유역이 사당천 하류부에 유입",,,,,,침수위험,3,재난치수과 7급,재난치수과장 5급,서초구청 물관리과,방배2동,방배2동,,2025/11/01 00:00:00.000000000,0,26000,,,,,,,,,,,,,,,,,0,493,2,,, [지점번호:다사54244249],1165010100,Y
116502011002,서초지구,1,001,,1165000000,,,,저류조,002,지방도,-1,,20060310,침수위험(주변 고지 배수로의 용량부족 및 간선하수도의 용량부족),,,3,99,40,침수위험,3,재난치수과 7급,재난치수과장 5급,서초구청 물관리과,물관리과 7급,서초2동,,2025/11/01 00:00:00.000000000,0,45000,2006,20060316,,,,,,,,,,,,,,,0,1327,,,,,1165010800,Y
116502011003,우면산지구,1,002,산사태,1165000000,,,,우면산자연재해위험지구,016,사유림,-1,,20111006,산사태로 인한 인명피해 우려,,,,,,산사태,3,,시설5급,서초구청,시설7급,,,2025/11/01 00:00:00.000000000,0,4126000,,,,,,,,,,,,,,,,,0,1,1,,,서울특별시 서초구  사평대로6길  102   (방배동),1165010100,Y
116502013004,말죽거리소공원,3,002,,1165065100,,004,산림청,말죽거리소공원자연재해위험지구,016,사유림,19,기타,20130207,산사태위험,,,,,,산사태,1,시설7급,시설5급,서초구청,녹지8급,,,2025/11/01 00:00:00.000000000,,,,,,,,,,,,,,,,,,,1,17,7, ,, [지점번호:다사59054251],1165010200,N
116502014005,말죽거리근린공원,1,002,,1165000000,일대,,,말죽거리근린공원 자연재해위험지구,016,사유림,-1,,20120102,붕괴로 인한 인명피해,,,,,,붕괴위험,3,재난치수과 시설7급,재난치수과 시설5급,,공원녹지과,,,2025/11/01 00:00:00.000000000,0,258000,,,,,,,,,,,,,,,,,1,23,16,일대,,,1165010200,Y
115001998003,공항,2,001,공사완료,1150000000,1120번지,,,공항빗물펌프장,010,지방관리,1,한강,19981109,공항배수로의 단면적부족으로  저지대주택가및 농경지 침수,20060302,공항 빗물펌프장 시설보강,5,200,40,- 공항동1120번지 일대가 공항배수로(마곡 농수로)의 수로폭이 7~20m)로 단면적부족으로 집중호우시 내수침수피해발생-공항배수로 정비,4,하 수 과,하수과장,,강서구청 하수과 토목9급,공항동1107(25통장),,2022/10/25 09:30:40.000000000,0,5000000,,,,,,,,,,,,,,,,,0,1120,,,,,1150010800,Y
115001998004,방화,2,001,공사완료,1150000000,616,,,내수침수(굴포천),010,지방관리,1,한강,19981109,농수로내 토사퇴적및 간선하수도 용량족으로 집중호우시 도로및 건물지하실침수,20060302,방화 빗물펌프장 시설,3,200,40,- 농수로 토사퇴적 및 하수 단면부족으로 호우시 침수피해가 발생. 굴포천과 연계된 하수도시설은 정비를  완료 했으나 굴포천 계획홍수위와 하수관거의 표고차이가없어 홍수시 하수불량,4,하 수 과,하수과장,,강서구청 하수과 토목9급,방화동645-32(5통장),,2022/10/25 09:31:34.000000000,0,1,,,,,,,,,,,,,,,,,0,616,,,,,1150010900,Y
115002006001,개화지구,3,001,,1150000000,,,,굴포천,012,지방1급하천,1,한강,20060302,수해 발생 우려 지역이나 농지가 대부분으로 미착수,,고시실효,5,200,0," - 배수로 주변 저지대(EL.6.6m) 및 높은 외수위(굴포천)로 인한 수면경사 형성 불가능
 - 배수로의 자연유하시 단면 부족에 의한 홍수위 상승(역사이펀 배수)",3,강서구 물관리과,강서구 물관리과장,강서구청 치수과,강서구 물관리과,방화2동 동대표,,2025/11/01 00:00:00.000000000,0,850000,,20151029,0,0,,,00,,0,0,0,0,,,,N,0,600,1,600-1 일원,,600-1 일원,1150011000,Y
115002011005,화곡1지구,1,001,,1150000000,화곡동 1106-1 일원,,,한강,011,국가하천,1,한강,20110418,인명피해 발생우려가 매우 높은 지역,,진행중,1,96,221,- 봉제산 및 우장산 빗물이 화곡로 및 까치산길의 하수암거에 일시에 유입되어 강서구청 사거리에서 병목현상 발생 배수능력 부족에 따른 침수피해 발생,4,물관리과 시설7급,물관리과 과장,강서구청 물관리과,물관리과 시설8급,자율방재단 동대표,,2025/11/01 00:00:00.000000000,0,110720,2011,20151029,63038,161796,,,00,,0,0,0,0,,,,N,0,1106,1,화곡동 1106-1 일원,, [지점번호:다사42805086],1150010300,Y
115002011006,화곡2지구,1,001,,1150000000,화곡동 949-4 일원,,,안양천,011,국가하천,1,한강,20110418,인명피해 발생우려가 매우 높은 지역,20230104,,1,96,221,"- 배다리길 저지수로의 북측으로 우장산 및 봉제산이 위치하고, 남측으로 경인고속도로가 우치하여 배다리길을 중심으로 띠형태의 상대적 저지대 형성(우수 유출수의 집중)",4,물관리과 시설8급,물관리과 과장,강서구청 물관리과,물관리과 시설7급,자율방재단 화곡1,,2023/01/04 13:27:31.000000000,0,96667,,20151029,0,0,,,00,,0,0,0,0,,,,N,0,949,4,화곡동 949-4 일원,, [지점번호:다사42834796],1150010300,Y
261402010024,암남(진정산)지구,2,002,,2614068000,,004,산림청,진정산 일원,010,지방관리,,,20100407,암반사면 붕괴위험,20170116,정비완료(2016.8월)   ,,,,"- 낙석 발생, 산사태",4,안전총괄과,안전총괄과,경제진흥과,경제진흥과,암남동 12통장,,2017/03/02 12:25:33.000000000,0,654,,20151110,0,0,,,00,,0,0,0,0,,,,N,1,107,1,,, [지점번호:마라37737577],2614012400,Y
261402013025,남부민지구,3,002,급경사 암반,2614065000,남부민초등학교 일원,001,행정안전부,남부민초등학교 뒤 언덕붕괴 위험지구,010,지방관리,,,19991026,암반균열 발생,20091202,정비사업 완료에 따른 지구 해제,,,,암반 풍화 및 우오수 유입,4,재난안전과,재난안전과,재난안전과,재난안전과,,,2013/06/13 12:06:31.000000000,,,,,,,,,,,,,,,,,,,0,89,6,남부민초등학교 일원,,부산광역시 서구  해돋이로114번길  18   (남부민동),2614012300,Y
262902010006,대연3동 송선마을,1,001,,2629051000,,001,행정안전부,대연소하천,010,지방관리,19,기타,20100325,침수발생에 따른 지정,20160719,정비사업 완료로 재해위험요인 해소,3,200,60,집중호우시 하천범람 및 내수불량으로 저지대 침수,4,안전도시과 시설6급,안전도시과 행정5급,부산광역시 남구,대연3동 행정7급,대연3동 제16통장,,2016/08/16 14:17:18.000000000,0,0,,20151028,0,0,,,00,,0,0,0,0,,,,N,0,1022,,,, [지점번호:마라45598278],2629010600,N
262302008001,범천1지구,1,001,,2623052000,성서초등학교 일원,001,행정안전부,범천1지구,010,지방관리,19,기타,20080627,주위지형보다낮고 하수관거 통수능 부족,20111028,공사완료로 인한 침수위험 해소,5,250,50,하수관거 단면 부족으로 통수능이 저하되어 침수가 예상되므로 저지대로 집중되는 우수 침수깊이를 최소화 하기 위한 관거 단면 확대 실시,4,도시안전과 시설8급,도시안전과장,도시안전과,범천1동 기능10급,통장,,2012/03/29 10:16:50.000000000,,,,,,,,,,,,,,,,,,,0,851,6,성서초등학교 일원,,부산광역시 부산진구  중앙번영로  25   (범천동),2623010400,Y
427202011008,결운지구,1,001,,5172025000,,,,하천제방,010,지방관리,1,한강,20100608,"집중호우시 하천범람
[2019.08.13] 2,629㎡ ⇒ 130,826㎡으로 면적변경고시",20210226,해제 절차 진행중(사업 완료로 인한 위험요소 해소),0,0,0,집중호우시 하천범람,4,건설방재과 방재8급,건설방재과장,홍천군,건설방재과 시설7급,결운2리장,,2022/05/02 17:57:45.000000000,0,130826,2010,20100608,20,70,홍천군풍수해저감종합계획,20121012,02,20121108,0,0,0,0,,,,Y,0,462,,,, [지점번호:라사37216861],5172025027,Y
427202011009,광원지구,1,004,,5172039000,,,,하천,013,지방2급하천,1,한강,20100608,집중호우시 하천범람,,,0,0,0,집중호우시 하천범람,1,건설방재과 행정9급,건설방재과장,홍천군,건설방재과 시설7급,광원2리장,,2025/11/01 00:00:00.000000000,0,60000,2010,20100608,1,3,홍천군 풍수해저감종합계획,20121012,02,20121108,0,0,0,0,10,5,0,Y,0,1680,,,,강원도 홍천군 내면 가덕길  12-4   ,5172039022,Y
427202011010,태학지구,2,001,,5172025000,,,,배수펌프장,050,기타,-1,,20100608,외수범람 및 내수배제불량,20160315,,0,0,0,외수범람 및 내수배제불량으로 저지대 침수,4,건설방재과 행정9급,건설방재과장,홍천군,도시교통과 시설6급,태학리장,,2022/05/02 17:57:34.000000000,0,55000,2010,20150608,38,112,홍천군풍수해저감종합계획,20101012,02,20121108,0,0,0,0,,,,Y,0,4,3,,,강원도 홍천군 홍천읍 홍천로  658-1   ,5172025028,Y
427202011011,홍천103호선(홍천-25),3,002,,5172000000,산81-1,,,도로사면,004,군도,-1,,20100608,급경사 도로사면붕괴위험,,,0,0,0,급경사 도로사면붕괴위험,4,재난안전과 시설8급,재난안전과장,홍천군,시설7급,,,2025/11/01 00:00:00.000000000,0,9000,,20100608,25,60,홍천군풍수해저감종합계획,20121012,02,20121108,0,0,0,0,0,0,0,Y,0,81,1,,4272035023100810001041203     ,,5172035223,Y
427202011012,군도17호선(두촌213호선),3,002,,5172000000,,,,도로사면,051,농어촌도로,19,기타,20100608,급경사 도로사면 붕괴위험,,,0,0,0,급경사 도로사면 붕괴위험,3,재난안전과 행정8급,재난안전과장,홍천군,건설과 시설7급,천현1리장,,2025/11/01 00:00:00.000000000,0,16637,2010,20150608,15,48,홍천군 풍수해저감종합계획,20121012,02,20121108,0,0,0,0,0,0,0,Y,1,35,,,, [지점번호:라사47478441],5172032023,Y
427202011013,군도12호선,3,002,,5172025000,,,,도로사면,004,군도,-1,,20100608,급경사 도로사면 붕괴위험,20180503,공사완료에 따른 위험요인 해소 ,0,0,0,급경사 도로사면 붕괴위험,4,건설방재과 행정7급,건설방재과장,홍천군,시설7급,태학리장 이춘근,5096,2022/05/02 17:57:19.000000000,0,5440,2010,20100608,30,64,홍천군풍수해저감종합계획,20121012,02,20121108,0,0,0,0,0,0,0,Y,1,267,2,,,,5172025031,Y
427202011014,서석215호,3,002,,5172034000,,,,도로사면,050,기타,-1,,20100608,급경사 도로사면 붕괴위험,20180611,,0,0,0,급경사 도로사면 붕괴위험,4,건설방재과 행정9급,건설방재과장,홍천군,행정9급,수하2리장,,2022/05/02 17:57:07.000000000,0,2400,2010,20100608,15,54,홍천군풍수해저감종합계획,20121012,02,20121108,0,0,0,0,,,,Y,1,180,3,,, [지점번호:라사58307412],5172034028,Y
427202011015,군도14호(1),3,002,,5172036000,,,,도로사면,004,군도,-1,,20100608,급경사 도로사면 붕괴위험,20160315,,0,0,0,급경사 도로사면 붕괴위험,4,건설방재과 행정9급,건설방재과장,홍천군,행정9급,장항리장,,2022/05/02 17:57:01.000000000,0,40000,2010,20100608,15,48,홍천군풍수해저감종합계획,20121012,02,20121108,0,0,0,0,,,,Y,1,52,1,,, [지점번호:라사22966548],5172036030,Y
427202011016,서면202호,3,002,,5172000000,,,,도로사면,050,기타,-1,,20100608,급경사 도로사면 붕괴위험,,,0,0,0,급경사 도로사면 붕괴위험,4,재난안전과 시설8급,재난안전과장,홍천군,건설과 시설7급,동막리장,,2025/11/01 00:00:00.000000000,0,8500,2010,20100608,35,70,홍천군풍수해저감종합계획,20121012,02,20121108,0,0,0,0,0,0,0,Y,1,556,3,,,,5172037028,Y
